
SPDR S&P 500 ETF Trust,Last: 499.72,Change:  4.56
"Date: April 22, 2024 at 7:00 PM EDT",Bid: 499.61,Ask: 499.64,Size: 11*11,"Volume: 67,851,330"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri May 17 2024,SPY240517C00473000,31.3,4.885,29.66,29.82,10,0.1887,0.8855,0.0078,621,473.00,SPY240517P00473000,1.39,-1.45,1.41,1.43,341,0.1892,-0.1171,0.008,27606
Fri May 17 2024,SPY240517C00474000,29.58,4.045,28.74,28.9,2,0.1865,0.879,0.0082,326,474.00,SPY240517P00474000,1.5,-1.485,1.49,1.51,4644,0.1874,-0.1236,0.0084,4343
Fri May 17 2024,SPY240517C00475000,27.73,3.04,27.83,28,22,0.1852,0.8722,0.0086,494,475.00,SPY240517P00475000,1.59,-1.54,1.58,1.6,3996,0.1858,-0.1303,0.0088,23482
Fri May 17 2024,SPY240517C00476000,29.1,5.24,26.94,27.09,7,0.1836,0.8651,0.009,560,476.00,SPY240517P00476000,1.68,-1.61,1.68,1.7,24740,0.1843,-0.1377,0.0092,18786
Fri May 17 2024,SPY240517C00477000,23.7,0.67,26.03,26.2,42,0.1818,0.8574,0.0095,946,477.00,SPY240517P00477000,1.73,-1.73,1.78,1.8,732,0.1825,-0.1455,0.0096,4637
Fri May 17 2024,SPY240517C00478000,27.72,5.5,25.16,25.31,8,0.1805,0.8494,0.0099,339,478.00,SPY240517P00478000,1.83,-1.81,1.89,1.92,737,0.1807,-0.154,0.0101,5850
Fri May 17 2024,SPY240517C00479000,26.29,4.915,24.28,24.43,3,0.1789,0.8409,0.0104,1282,479.00,SPY240517P00479000,2.03,-1.79,2.01,2.04,1478,0.1793,-0.1625,0.0106,4667
Fri May 17 2024,SPY240517C00480000,23.86,3.25,23.4,23.56,1347,0.1776,0.8319,0.0108,11659,480.00,SPY240517P00480000,2.14,-1.88,2.14,2.16,13579,0.1777,-0.172,0.0111,83051
Fri May 17 2024,SPY240517C00481000,20.17,0,22.55,22.69,0,0.1762,0.8224,0.0113,345,481.00,SPY240517P00481000,2.31,-1.915,2.27,2.3,799,0.1762,-0.1814,0.0116,23004
Fri May 17 2024,SPY240517C00482000,19.87,0.83,21.7,21.84,1,0.1748,0.8125,0.0118,315,482.00,SPY240517P00482000,2.41,-2.03,2.42,2.45,1937,0.1746,-0.1918,0.0121,19253
Fri May 17 2024,SPY240517C00483000,23.29,5.03,20.86,21,15,0.1733,0.802,0.0123,745,483.00,SPY240517P00483000,2.56,-2.11,2.57,2.6,654,0.1731,-0.2029,0.0126,14482
Fri May 17 2024,SPY240517C00484000,18.33,0.85,20.03,20.16,14,0.172,0.7909,0.0128,1176,484.00,SPY240517P00484000,2.75,-2.16,2.74,2.77,575,0.1717,-0.2142,0.0132,26822
Fri May 17 2024,SPY240517C00485000,19.65,2.93,19.21,19.33,5633,0.1706,0.7793,0.0133,11133,485.00,SPY240517P00485000,2.9,-2.27,2.91,2.95,11515,0.1703,-0.2263,0.0137,43570
Fri May 17 2024,SPY240517C00486000,18.35,2.365,18.4,18.52,3,0.1692,0.7672,0.0138,402,486.00,SPY240517P00486000,3.14,-2.295,3.1,3.13,1154,0.1688,-0.2389,0.0143,38236
Fri May 17 2024,SPY240517C00487000,20.02,4.755,17.61,17.72,2,0.1678,0.7544,0.0144,888,487.00,SPY240517P00487000,3.31,-2.4,3.3,3.34,1253,0.1674,-0.2521,0.0148,40179
Fri May 17 2024,SPY240517C00488000,18.2,3.625,16.83,16.93,51,0.1663,0.7412,0.0149,2909,488.00,SPY240517P00488000,3.5,-2.505,3.52,3.55,1004,0.166,-0.2658,0.0154,44559
Fri May 17 2024,SPY240517C00489000,18.33,4.46,16.05,16.15,7,0.165,0.7271,0.0154,1561,489.00,SPY240517P00489000,3.66,-2.655,3.74,3.78,2697,0.1647,-0.28,0.016,51027
Fri May 17 2024,SPY240517C00490000,15.6,2.42,15.29,15.39,1031,0.1638,0.7129,0.0159,6738,490.00,SPY240517P00490000,4,-2.64,3.98,4.02,19206,0.1634,-0.2951,0.0165,66289
Fri May 17 2024,SPY240517C00491000,16.8,4.285,14.55,14.64,410,0.1624,0.6976,0.0165,1989,491.00,SPY240517P00491000,4.26,-2.72,4.24,4.27,1809,0.1618,-0.3109,0.0171,6600
Fri May 17 2024,SPY240517C00492000,13.72,1.85,13.82,13.9,99,0.1608,0.6822,0.017,649,492.00,SPY240517P00492000,4.52,-2.825,4.51,4.54,1079,0.1608,-0.3272,0.0176,48546
Fri May 17 2024,SPY240517C00493000,14.7,3.46,13.1,13.18,220,0.1599,0.6659,0.0174,1246,493.00,SPY240517P00493000,4.83,-2.895,4.79,4.83,1159,0.1593,-0.3442,0.0182,19793
Fri May 17 2024,SPY240517C00494000,12.28,1.665,12.4,12.47,160,0.1585,0.6492,0.0179,1506,494.00,SPY240517P00494000,5.14,-2.98,5.09,5.13,1558,0.1581,-0.3618,0.0187,20766
Fri May 17 2024,SPY240517C00495000,11.67,1.655,11.72,11.78,3936,0.1571,0.6318,0.0184,7832,495.00,SPY240517P00495000,5.42,-3.09,5.42,5.46,9123,0.1568,-0.3799,0.0192,21483
Fri May 17 2024,SPY240517C00496000,11.02,1.58,11.06,11.11,2316,0.1559,0.614,0.0188,5372,496.00,SPY240517P00496000,5.75,-3.205,5.75,5.8,3630,0.1556,-0.3988,0.0197,10558
Fri May 17 2024,SPY240517C00497000,10.5,1.635,10.41,10.46,2687,0.1547,0.5957,0.0192,4863,497.00,SPY240517P00497000,6.17,-3.235,6.11,6.16,2903,0.1542,-0.4182,0.0202,8924
Fri May 17 2024,SPY240517C00498000,9.74,1.41,9.78,9.83,2282,0.1532,0.5768,0.0195,3206,498.00,SPY240517P00498000,6.54,-3.335,6.49,6.54,2798,0.153,-0.4382,0.0206,8255
Fri May 17 2024,SPY240517C00499000,9.28,1.485,9.17,9.22,1618,0.152,0.5576,0.0198,4775,499.00,SPY240517P00499000,6.96,-3.385,6.89,6.94,3179,0.1518,-0.4587,0.021,8286
Fri May 17 2024,SPY240517C00500000,8.6,1.305,8.58,8.62,8686,0.151,0.5378,0.0201,59737,500.00,SPY240517P00500000,7.32,-3.55,7.32,7.36,16499,0.1506,-0.4798,0.0214,150219
Fri May 17 2024,SPY240517C00501000,8.13,8.13,8.01,8.05,1532,0.1496,0.5179,0.0203,0,501.00,SPY240517P00501000,7.82,7.82,7.76,7.81,533,0.1495,-0.5013,0.0217,0
Fri May 17 2024,SPY240517C00502000,7.49,7.49,7.47,7.5,1248,0.1484,0.4975,0.0205,0,502.00,SPY240517P00502000,8.19,8.19,8.23,8.28,354,0.1482,-0.5237,0.022,0
Fri May 17 2024,SPY240517C00503000,6.8,0.925,6.94,6.98,1474,0.1474,0.4769,0.0206,6302,503.00,SPY240517P00503000,8.75,-3.745,8.72,8.77,412,0.1473,-0.5456,0.0222,14990
Fri May 17 2024,SPY240517C00504000,6.45,1,6.44,6.47,1859,0.1465,0.456,0.0207,4787,504.00,SPY240517P00504000,9.3,-3.79,9.24,9.29,469,0.1461,-0.5683,0.0224,15317
Fri May 17 2024,SPY240517C00505000,5.97,0.935,5.96,5.99,5458,0.1453,0.4351,0.0207,11767,505.00,SPY240517P00505000,9.78,-3.925,9.78,9.83,1958,0.1451,-0.5913,0.0225,24086
Fri May 17 2024,SPY240517C00506000,5.51,0.87,5.5,5.53,1602,0.1443,0.414,0.0207,4240,506.00,SPY240517P00506000,10.45,-3.96,10.18,10.52,83,0.1439,-0.6148,0.0226,8792
Fri May 17 2024,SPY240517C00507000,5.06,0.785,5.06,5.09,1759,0.1432,0.393,0.0205,5905,507.00,SPY240517P00507000,10.56,-4.51,10.81,11.05,1408,0.1426,-0.6382,0.0226,5558
Fri May 17 2024,SPY240517C00508000,4.65,0.72,4.64,4.67,2083,0.1422,0.3721,0.0203,5104,508.00,SPY240517P00508000,11.53,-4.225,11.42,11.71,70,0.1421,-0.6617,0.0225,5417
Fri May 17 2024,SPY240517C00509000,4.18,0.59,4.25,4.28,4534,0.1412,0.3512,0.0201,6956,509.00,SPY240517P00509000,12.15,-4.31,12.06,12.36,40,0.1412,-0.6852,0.0224,17111
Fri May 17 2024,SPY240517C00510000,3.91,0.625,3.88,3.91,9112,0.1402,0.3307,0.0198,14003,510.00,SPY240517P00510000,12.95,-4.255,12.74,13.03,1313,0.1406,-0.7086,0.0222,47390
Fri May 17 2024,SPY240517C00511000,3.5,0.515,3.53,3.56,1469,0.1393,0.3104,0.0194,4163,511.00,SPY240517P00511000,12.56,-5.385,13.4,13.72,45,0.1391,-0.7322,0.022,25874
Fri May 17 2024,SPY240517C00512000,3.2,0.49,3.2,3.23,2151,0.1385,0.2904,0.0189,4841,512.00,SPY240517P00512000,13.97,-4.75,14.12,14.44,58,0.1383,-0.7554,0.0217,6329
Fri May 17 2024,SPY240517C00513000,2.91,0.455,2.9,2.92,3890,0.1375,0.2711,0.0184,7379,513.00,SPY240517P00513000,15,-4.52,14.85,15.18,157,0.1372,-0.7782,0.0214,6668
Fri May 17 2024,SPY240517C00514000,2.58,0.355,2.61,2.64,1355,0.1365,0.2522,0.0178,6128,514.00,SPY240517P00514000,15.9,-4.435,15.62,15.95,89,0.1364,-0.8008,0.021,5286
Fri May 17 2024,SPY240517C00515000,2.34,0.34,2.35,2.37,7607,0.1358,0.2338,0.0172,33689,515.00,SPY240517P00515000,16.58,-4.595,16.39,16.75,1018,0.1353,-0.8232,0.0206,21869
Fri May 17 2024,SPY240517C00516000,2.05,0.25,2.1,2.13,1696,0.1349,0.2161,0.0166,5356,516.00,SPY240517P00516000,16.95,-5.09,17.22,17.56,45,0.1346,-0.845,0.0201,3458
Fri May 17 2024,SPY240517C00517000,1.99,0.375,1.88,1.9,1217,0.134,0.199,0.0159,4899,517.00,SPY240517P00517000,18.37,-4.56,18.02,18.41,19,0.1332,-0.8665,0.0196,4271
Fri May 17 2024,SPY240517C00518000,1.68,0.235,1.67,1.7,4091,0.1333,0.1827,0.0151,9806,518.00,SPY240517P00518000,17.58,-6.255,18.88,19.28,42,0.1323,-0.8876,0.0191,4890
Fri May 17 2024,SPY240517C00519000,1.5,0.215,1.49,1.51,2339,0.1327,0.167,0.0144,9202,519.00,SPY240517P00519000,20.05,-4.7,19.75,20.17,40,0.1309,-0.9077,0.0184,4661
Fri May 17 2024,SPY240517C00520000,1.32,0.18,1.31,1.34,14001,0.132,0.1519,0.0136,41492,520.00,SPY240517P00520000,21.11,-4.575,20.67,21.07,910,0.1298,-0.928,0.0181,14791
Fri May 17 2024,SPY240517C00521000,1.18,0.165,1.16,1.18,2333,0.1312,0.1383,0.0128,8715,521.00,SPY240517P00521000,20.07,-6.575,21.6,22,10,0.1281,-0.9475,0.0174,2989
Fri May 17 2024,SPY240517C00522000,1,0.095,1.02,1.04,1163,0.1306,0.1252,0.012,14573,522.00,SPY240517P00522000,22.75,-4.855,22.53,22.95,62,0,-0.9649,0.0162,1870
Fri May 17 2024,SPY240517C00523000,0.9,0.105,0.89,0.91,805,0.13,0.1127,0.0112,11015,523.00,SPY240517P00523000,20.78,-7.825,23.51,23.95,230,0,-0.9789,0.013,734
Fri May 17 2024,SPY240517C00524000,0.8,0.095,0.78,0.8,1561,0.1295,0.1014,0.0104,7872,524.00,SPY240517P00524000,24.56,-5.025,24.51,24.95,11,0,-0.989,0.0072,936
Fri May 17 2024,SPY240517C00525000,0.7,0.08,0.69,0.7,5367,0.1292,0.0912,0.0097,18205,525.00,SPY240517P00525000,25.08,-5.5,25.51,25.95,597,0,-0.9957,0.0028,209
Fri May 17 2024,SPY240517C00526000,0.61,0.065,0.6,0.61,290,0.1286,0.0818,0.0089,5809,526.00,SPY240517P00526000,25.01,-6.57,26.51,26.95,92,0,-0.9999,0.0001,33
Fri May 17 2024,SPY240517C00527000,0.53,0.05,0.52,0.54,1594,0.1285,0.0731,0.0082,10698,527.00,SPY240517P00527000,26.41,-6.17,27.51,27.95,3111,0,-1,0,911
Fri May 17 2024,SPY240517C00528000,0.47,0.045,0.46,0.47,582,0.1284,0.0653,0.0076,8577,528.00,SPY240517P00528000,27.4,-6.19,28.51,28.95,30,0,-1,0,8
Fri May 17 2024,SPY240517C00529000,0.42,0.05,0.4,0.41,596,0.1282,0.0583,0.0069,3618,529.00,SPY240517P00529000,28.4,-6.19,29.51,29.95,70,0,-1,0,17
Fri May 17 2024,SPY240517C00530000,0.35,0.025,0.35,0.36,1769,0.1283,0.052,0.0063,11898,530.00,SPY240517P00530000,29.14,-6.45,30.51,30.95,880,0,-1,0,261
Fri May 17 2024,SPY240517C00531000,0.3,0.015,0.3,0.32,109,0.1284,0.0464,0.0058,8761,531.00,SPY240517P00531000,31.02,0,31.51,31.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00532000,0.28,0.025,0.26,0.28,193,0.1283,0.0415,0.0053,7046,532.00,SPY240517P00532000,26.85,0,32.51,32.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00533000,0.28,0.055,0.23,0.24,233,0.1283,0.0372,0.0048,6419,533.00,SPY240517P00533000,37.95,0,33.51,33.95,0,0,-1,0,2
Fri May 17 2024,SPY240517C00534000,0.21,0.015,0.2,0.21,81,0.1284,0.0333,0.0044,3222,534.00,SPY240517P00534000,38.96,0,34.51,34.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00535000,0.17,-0.005,0.18,0.19,519,0.1294,0.0299,0.004,19984,535.00,SPY240517P00535000,33.78,-6.815,35.51,35.95,7,0,-1,0,3
Fri May 17 2024,SPY240517C00536000,0.21,0.055,0.16,0.17,156,0.13,0.0268,0.0036,9373,536.00,SPY240517P00536000,40.97,0,36.51,36.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00537000,0.16,0.015,0.14,0.15,176,0.1302,0.0242,0.0033,13072,537.00,SPY240517P00537000,24.35,0,37.51,37.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00538000,0.15,0.025,0.12,0.13,139,0.1302,0.0219,0.003,4195,538.00,SPY240517P00538000,37.42,0,38.51,38.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00539000,0.12,0.005,0.11,0.12,57,0.1315,0.0198,0.0028,10016,539.00,SPY240517P00539000,37.36,0,39.51,39.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00540000,0.1,-0.005,0.1,0.11,1236,0.1328,0.0178,0.0025,29510,540.00,SPY240517P00540000,39.01,-6.585,40.51,40.96,222,0,-1,0,30
Fri May 17 2024,SPY240517C00545000,0.07,0.005,0.06,0.07,290,0.1377,0.0113,0.0016,22269,545.00,SPY240517P00545000,39.15,0,45.51,45.96,0,0,-1,0,0
Fri May 17 2024,SPY240517C00550000,0.05,0.005,0.04,0.05,1813,0.1442,0.0075,0.0011,15255,550.00,SPY240517P00550000,50.72,-4.875,50.5,50.96,9,0,-1,0,3
Fri May 17 2024,SPY240517C00555000,0.03,0.005,0.03,0.04,881,0.1522,0.0053,0.0008,9145,555.00,SPY240517P00555000,55.73,-4.865,55.5,55.96,3,0,-1,0,0
Fri May 17 2024,SPY240517C00560000,0.02,-0.005,0.02,0.03,182,0.1583,0.0039,0.0006,9014,560.00,SPY240517P00560000,60.74,-4.855,60.5,60.96,2,0,-1,0,0
Fri May 17 2024,SPY240517C00565000,0.02,0.005,0.01,0.02,361,0.1615,0.0029,0.0004,4441,565.00,SPY240517P00565000,43.22,0,65.5,65.96,0,0,-1,0,0
Fri May 17 2024,SPY240517C00570000,0.01,-0.005,0.01,0.02,8,0.1722,0.0023,0.0003,7834,570.00,SPY240517P00570000,50.4,0,70.5,70.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00575000,0.02,0.005,0.01,0.02,13,0.1828,0.0018,0.0002,4006,575.00,SPY240517P00575000,64.55,0,75.5,75.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00580000,0.01,-0.005,0.01,0.02,4,0.1932,0.0014,0.0002,2203,580.00,SPY240517P00580000,61.71,0,80.5,80.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00585000,0.01,0.005,0.01,0.02,3,0.2034,0.0012,0.0001,1313,585.00,SPY240517P00585000,66.72,0,85.5,85.96,0,0,-1,0,0
Fri May 17 2024,SPY240517C00590000,0.02,0,0,0.01,0,0.1951,0.001,0.0001,2842,590.00,SPY240517P00590000,70.18,0,90.5,90.96,0,0,-1,0,0
Fri May 17 2024,SPY240517C00595000,0.01,0,0,0.01,0,0.2044,0.0008,0.0001,930,595.00,SPY240517P00595000,72.6,0,95.5,95.96,0,0,-1,0,0
Fri May 17 2024,SPY240517C00600000,0.01,0,0,0.01,0,0.2135,0.0007,0.0001,839,600.00,SPY240517P00600000,84.6,0,100.49,100.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00605000,0.01,0,0,0.01,0,0.2226,0.0006,0.0001,1020,605.00,SPY240517P00605000,0,0,105.49,105.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00610000,0.01,0,0,0.01,0,0.2315,0.0005,0.0001,4034,610.00,SPY240517P00610000,115.22,0,110.49,110.95,0,0,-1,0,0
Fri May 17 2024,SPY240517C00615000,0.02,0,0,0.01,0,0.2404,0.0004,0,155,615.00,SPY240517P00615000,120.04,0,115.49,115.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00395000,102.59,0,106.46,106.93,0,0.3443,0.9904,0.0005,4,395.00,SPY240524P00395000,0.18,-0.155,0.18,0.19,17,0.3572,-0.0105,0.0005,65
Fri May 24 2024,SPY240524C00400000,107.68,0,101.51,101.97,0,0.3342,0.9892,0.0006,1,400.00,SPY240524P00400000,0.19,-0.18,0.19,0.21,6,0.344,-0.0117,0.0006,120
Fri May 24 2024,SPY240524C00405000,94.47,0,96.56,97.02,0,0.3244,0.9879,0.0007,1,405.00,SPY240524P00405000,0.22,-0.19,0.21,0.23,80,0.3317,-0.0131,0.0007,12125
Fri May 24 2024,SPY240524C00410000,92.5,0,91.61,92.07,0,0.3137,0.9862,0.0008,5,410.00,SPY240524P00410000,0.25,-0.205,0.24,0.25,33,0.32,-0.0147,0.0008,934
Fri May 24 2024,SPY240524C00415000,84.64,0,86.66,87.12,0,0.3021,0.9843,0.0009,1,415.00,SPY240524P00415000,0.32,-0.19,0.26,0.28,5,0.3075,-0.0167,0.0009,301
Fri May 24 2024,SPY240524C00420000,79.38,1.945,81.72,82.18,50,0.2916,0.982,0.001,3,420.00,SPY240524P00420000,0.29,-0.28,0.29,0.31,66,0.2953,-0.019,0.0011,109
Fri May 24 2024,SPY240524C00425000,74.46,1.91,76.78,77.24,49,0.2801,0.9793,0.0012,13,425.00,SPY240524P00425000,0.38,-0.27,0.33,0.34,1012,0.2832,-0.0218,0.0012,622
Fri May 24 2024,SPY240524C00430000,68,0,71.86,72.31,0,0.2696,0.9759,0.0014,4,430.00,SPY240524P00430000,0.36,-0.38,0.37,0.39,689,0.2715,-0.0252,0.0015,835
Fri May 24 2024,SPY240524C00435000,71.28,0,66.94,67.39,0,0.2587,0.9717,0.0017,11,435.00,SPY240524P00435000,0.39,-0.46,0.42,0.44,69,0.2596,-0.0294,0.0017,944
Fri May 24 2024,SPY240524C00440000,57.74,0,62.04,62.49,0,0.2485,0.9664,0.0021,5,440.00,SPY240524P00440000,0.48,-0.51,0.49,0.5,70,0.2482,-0.0348,0.0021,405
Fri May 24 2024,SPY240524C00445000,56.11,2.93,57.15,57.6,1,0.2378,0.9598,0.0025,9,445.00,SPY240524P00445000,0.55,-0.62,0.57,0.59,29,0.2373,-0.0415,0.0025,1282
Fri May 24 2024,SPY240524C00450000,50.75,2.33,52.29,52.73,2,0.2275,0.9513,0.003,23,450.00,SPY240524P00450000,0.66,-0.725,0.68,0.69,236,0.2265,-0.0501,0.0031,1248
Fri May 24 2024,SPY240524C00455000,49.54,5.825,47.56,47.76,2,0.2165,0.9404,0.0037,14,455.00,SPY240524P00455000,0.83,-0.835,0.83,0.84,1406,0.217,-0.0612,0.0038,1034
Fri May 24 2024,SPY240524C00460000,43.25,4.145,42.79,42.98,28,0.2076,0.9262,0.0046,8,460.00,SPY240524P00460000,1,-1.025,1.02,1.04,137,0.2077,-0.0756,0.0046,1028
Fri May 24 2024,SPY240524C00465000,37.11,2.515,38.07,38.26,1,0.1986,0.9078,0.0056,135,465.00,SPY240524P00465000,1.21,-1.275,1.28,1.31,1285,0.199,-0.0944,0.0057,1510
Fri May 24 2024,SPY240524C00470000,31.74,1.545,33.45,33.63,23,0.1906,0.8838,0.0069,30,470.00,SPY240524P00470000,1.62,-1.45,1.63,1.66,254,0.1905,-0.1191,0.0071,1198
Fri May 24 2024,SPY240524C00475000,26.45,0,28.95,29.12,0,0.183,0.8527,0.0085,72,475.00,SPY240524P00475000,2.13,-1.695,2.11,2.14,2889,0.1828,-0.151,0.0087,2829
Fri May 24 2024,SPY240524C00480000,25.8,3.895,24.61,24.77,14,0.1761,0.813,0.0104,58,480.00,SPY240524P00480000,2.77,-2.01,2.75,2.79,3866,0.1755,-0.192,0.0107,1958
Fri May 24 2024,SPY240524C00481000,0,0,23.77,23.92,0,0.1748,0.804,0.0107,0,481.00,SPY240524P00481000,2.93,-2.07,2.9,2.94,160,0.1742,-0.2014,0.0111,744
Fri May 24 2024,SPY240524C00482000,0,0,22.93,23.09,0,0.1731,0.7943,0.0111,0,482.00,SPY240524P00482000,3.05,-2.185,3.06,3.1,303,0.1727,-0.2115,0.0115,554
Fri May 24 2024,SPY240524C00483000,23.57,3.97,22.11,22.26,53,0.1721,0.7844,0.0116,10,483.00,SPY240524P00483000,3.26,-2.2,3.23,3.28,297,0.1714,-0.2217,0.0119,358
Fri May 24 2024,SPY240524C00484000,20.98,2.115,21.29,21.44,50,0.1707,0.774,0.012,0,484.00,SPY240524P00484000,3.46,-2.265,3.41,3.46,206,0.17,-0.2326,0.0124,909
Fri May 24 2024,SPY240524C00485000,21.94,3.835,20.5,20.63,4,0.1695,0.763,0.0124,123,485.00,SPY240524P00485000,3.54,-2.435,3.61,3.65,486,0.1688,-0.2438,0.0128,1569
Fri May 24 2024,SPY240524C00486000,17.94,0.57,19.69,19.83,5,0.1682,0.7517,0.0128,178,486.00,SPY240524P00486000,3.83,-2.42,3.81,3.86,350,0.1675,-0.2555,0.0133,217
Fri May 24 2024,SPY240524C00487000,16.91,0.25,18.91,19.04,1,0.1665,0.7399,0.0132,13,487.00,SPY240524P00487000,4.03,-2.515,4.02,4.06,579,0.1663,-0.2678,0.0137,462
Fri May 24 2024,SPY240524C00488000,18.91,2.965,18.13,18.26,95,0.1656,0.7276,0.0136,10,488.00,SPY240524P00488000,4.26,-2.58,4.25,4.29,445,0.1648,-0.281,0.0142,930
Fri May 24 2024,SPY240524C00489000,17.33,2.08,17.37,17.49,4,0.1643,0.7149,0.014,0,489.00,SPY240524P00489000,4.56,-2.605,4.48,4.54,590,0.1635,-0.2943,0.0146,2145
Fri May 24 2024,SPY240524C00490000,16.95,2.375,16.62,16.74,43,0.1631,0.7017,0.0144,1120,490.00,SPY240524P00490000,4.77,-2.725,4.74,4.79,1860,0.1624,-0.308,0.0151,2764
Fri May 24 2024,SPY240524C00491000,14.75,0.845,15.89,16,1,0.1616,0.6882,0.0148,11,491.00,SPY240524P00491000,5.04,-2.785,5,5.05,199,0.1613,-0.3224,0.0155,488
Fri May 24 2024,SPY240524C00492000,17.43,4.155,15.16,15.27,3,0.1606,0.6739,0.0152,17,492.00,SPY240524P00492000,5.36,-2.835,5.28,5.33,653,0.1601,-0.3373,0.016,573
Fri May 24 2024,SPY240524C00493000,12.9,0.28,14.46,14.55,2,0.1593,0.6596,0.0156,56,493.00,SPY240524P00493000,5.52,-3.045,5.57,5.63,707,0.1585,-0.3528,0.0164,592
Fri May 24 2024,SPY240524C00494000,15.19,3.19,13.77,13.85,39,0.1581,0.6446,0.016,310,494.00,SPY240524P00494000,5.85,-3.105,5.88,5.94,1011,0.1577,-0.3686,0.0168,2395
Fri May 24 2024,SPY240524C00495000,13.29,1.885,13.09,13.17,200,0.1567,0.6291,0.0163,1187,495.00,SPY240524P00495000,6.34,-3.03,6.21,6.27,4871,0.1561,-0.3852,0.0172,1358
Fri May 24 2024,SPY240524C00496000,13.76,2.965,12.42,12.5,408,0.1556,0.6132,0.0166,408,496.00,SPY240524P00496000,6.36,-3.42,6.55,6.61,657,0.1553,-0.4019,0.0176,1166
Fri May 24 2024,SPY240524C00497000,12,1.77,11.78,11.85,444,0.1547,0.5972,0.0169,375,497.00,SPY240524P00497000,6.9,-3.34,6.91,6.97,682,0.1542,-0.4193,0.018,471
Fri May 24 2024,SPY240524C00498000,11.22,1.545,11.14,11.21,245,0.1533,0.5804,0.0172,717,498.00,SPY240524P00498000,7.38,-3.3,7.29,7.35,427,0.1531,-0.4372,0.0184,501
Fri May 24 2024,SPY240524C00499000,10.51,1.375,10.53,10.6,537,0.1521,0.5636,0.0175,698,499.00,SPY240524P00499000,7.73,-3.425,7.69,7.76,298,0.1519,-0.4553,0.0187,772
Fri May 24 2024,SPY240524C00500000,9.96,1.345,9.93,9.99,698,0.1509,0.5464,0.0177,1120,500.00,SPY240524P00500000,8.06,-3.61,8.11,8.17,1064,0.1508,-0.474,0.019,1479
Fri May 24 2024,SPY240524C00501000,9.27,1.175,9.35,9.41,209,0.1498,0.5288,0.0179,755,501.00,SPY240524P00501000,8.61,-3.575,8.54,8.61,355,0.1499,-0.4933,0.0193,608
Fri May 24 2024,SPY240524C00502000,8.78,1.16,8.79,8.85,311,0.1488,0.511,0.0181,1084,502.00,SPY240524P00502000,8.66,-4.045,9,9.07,118,0.1487,-0.5128,0.0195,405
Fri May 24 2024,SPY240524C00503000,8.21,1.08,8.25,8.31,154,0.1478,0.4929,0.0182,1231,503.00,SPY240524P00503000,9.52,-3.735,9.48,9.55,62,0.1477,-0.5326,0.0198,406
Fri May 24 2024,SPY240524C00504000,8.22,1.545,7.73,7.79,94,0.1468,0.4746,0.0183,1414,504.00,SPY240524P00504000,9.92,-3.915,9.98,10.05,27,0.1466,-0.5528,0.02,742
Fri May 24 2024,SPY240524C00505000,7.16,0.91,7.22,7.28,338,0.1456,0.456,0.0183,1032,505.00,SPY240524P00505000,10.39,-4.005,10.5,10.58,294,0.1457,-0.5732,0.0201,1184
Fri May 24 2024,SPY240524C00506000,6.69,0.86,6.74,6.8,386,0.1447,0.4375,0.0183,1113,506.00,SPY240524P00506000,10.19,-4.85,11.05,11.12,15,0.1446,-0.5944,0.0203,383
Fri May 24 2024,SPY240524C00507000,6.39,0.965,6.28,6.33,76,0.1438,0.4191,0.0183,431,507.00,SPY240524P00507000,12.88,-2.8,11.48,11.77,5,0.1433,-0.6153,0.0204,515
Fri May 24 2024,SPY240524C00508000,5.85,0.79,5.84,5.89,410,0.1429,0.4004,0.0182,589,508.00,SPY240524P00508000,11.8,-4.52,12.07,12.36,37,0.1425,-0.6364,0.0204,436
Fri May 24 2024,SPY240524C00509000,5.5,0.805,5.41,5.47,303,0.142,0.3818,0.0181,377,509.00,SPY240524P00509000,15.46,-1.56,12.68,12.97,11,0.1415,-0.6576,0.0204,360
Fri May 24 2024,SPY240524C00510000,5.02,0.68,5.01,5.06,372,0.1411,0.3633,0.0179,1505,510.00,SPY240524P00510000,13.32,-4.395,13.31,13.61,66,0.1406,-0.679,0.0204,500
Fri May 24 2024,SPY240524C00511000,4.61,0.6,4.62,4.68,97,0.1402,0.3449,0.0177,385,511.00,SPY240524P00511000,13.58,-4.855,13.97,14.27,32,0.1398,-0.7005,0.0203,396
